121	10000000000271	BREADS	BREADS
120	10000000000271	BREAKFAST CURRIES	BREAKFAST CURRIES
122	10000000000272	LUNCH DAY SPECIALS	LUNCH DAY SPECIALS
123	10000000000279	CHICKEN	CHICKEN
124	10000000000279	VEGETABLE	VEGETABLE
125	10000000000280	CHICKEN	CHICKEN
126	10000000000280	EGG	EGG
